id,name,type,link,is_primary,student,lecture_id
islp-sections-101-102,"ISLP - Sections 10.1, 10.2",reading,https://www.statlearning.com/,FALSE,,lec-multi-layer-perceptrons-ffns-
d2l-sections-51-and-52,D2L - Sections 5.1 and 5.2,reading,https://d2l.ai/chapter_multilayer-perceptrons/index.html,FALSE,,lec-multi-layer-perceptrons-ffns-
uml-sections-201-205,UML - Sections 20.1 - 20.5,reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-multi-layer-perceptrons-ffns-
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=64dff764-0306-4caa-8e38-b2ac01594013,FALSE,,lec-multi-layer-perceptrons-ffns-
harvard-cs50-000-1600,Harvard CS50 (0:00 - 16:00),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-multi-layer-perceptrons-ffns-
stanford-cs221,Stanford CS221,video,https://www.youtube.com/watch?v=pnKXgBHuN58&list=PLoROMvodv4rOca_Ovz1DvdtWuz8BfSWL2&index=11,FALSE,,lec-multi-layer-perceptrons-ffns-
mit-6034,MIT 6.034,video,https://www.youtube.com/watch?v=uXt8qF2Zzfo,FALSE,,lec-multi-layer-perceptrons-ffns-
simple-ffn-visualization,Simple FFN Visualization,notebook,https://colab.research.google.com/drive/14S8IbQQ59TNdJAF0jqGVKjh4kpu3tT_L?usp=sharing,FALSE,,lec-multi-layer-perceptrons-ffns-
neural-networks-statquest,Neural Networks (StatQuest),video,https://youtu.be/CqOfi41LfDw?si=uc3frgwCzGIqxuQN,FALSE,,lec-multi-layer-perceptrons-ffns-
pytorch-statquest,pytorch (StatQuest),video,https://youtu.be/FHdlXe1bSe4?si=jrQBr_XpoS7moqoO,FALSE,,lec-multi-layer-perceptrons-ffns-
matrix-math-statquest,Matrix Math (StatQuest),video,https://youtu.be/ZTt9gsGcdDo?si=WPN9Vxtbm_94C-nq,FALSE,,lec-multi-layer-perceptrons-ffns-
mlp-from-scratch-rasbt,MLP from scratch (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch11/ch11.ipynb,FALSE,,lec-multi-layer-perceptrons-ffns-
neural-networks-hdm,Neural Networks (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/01NeuralNets.html,FALSE,,lec-multi-layer-perceptrons-ffns-
neural-networks-zhou,Neural Networks (Zhou),blogpost,https://victorzhou.com/blog/intro-to-neural-networks/,FALSE,,lec-multi-layer-perceptrons-ffns-
softmax-zhou,Softmax (Zhou),blogpost,https://victorzhou.com/blog/softmax/,FALSE,,lec-multi-layer-perceptrons-ffns-
onehot-zhou,One-hot (Zhou),blogpost,https://victorzhou.com/blog/one-hot/,FALSE,,lec-multi-layer-perceptrons-ffns-
loss-functions-raschka,Loss Functions (Raschka),blogpost,https://sebastianraschka.com/blog/2022/losses-learned-part1.html,FALSE,,lec-multi-layer-perceptrons-ffns-
but-what-is-a-neural-network-deep-learning-chapter-1,But what is a neural network? | Deep learning chapter 1,video,https://www.youtube.com/watch?v=aircAruvnKk,TRUE,,lec-multi-layer-perceptrons-ffns-
slides,Slides,reading,,FALSE,,lec-gradient-descent-and-backpropagation
fca-sections-811-and-82,FCA - Sections 8.1.1 and 8.2,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S1.html,FALSE,,lec-gradient-descent-and-backpropagation
pml-section-133,PML - Section 13.3,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-gradient-descent-and-backpropagation
islp-section-107,ISLP - Section 10.7,reading,https://www.statlearning.com/,FALSE,,lec-gradient-descent-and-backpropagation
d2l-section-53,D2L - Section 5.3,reading,https://d2l.ai/chapter_multilayer-perceptrons/backprop.html,FALSE,,lec-gradient-descent-and-backpropagation
uml-section-206,UML - Section 20.6,reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-gradient-descent-and-backpropagation
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=36c905b4-cbd9-4a0d-aa0c-b2b10162772b,FALSE,,lec-gradient-descent-and-backpropagation
harvard-cs50-1600-3900,Harvard CS50 (16:00 - 39:00),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-gradient-descent-and-backpropagation
stanford-cs221-sgd,Stanford CS221 - SGD,video,https://www.youtube.com/watch?v=bl2WgBLH0tI&list=PLoROMvodv4rOca_Ovz1DvdtWuz8BfSWL2&index=7,FALSE,,lec-gradient-descent-and-backpropagation
stanford-cs221-backprop,Stanford CS221 - Backprop,video,https://www.youtube.com/watch?v=OcAF-l2xB9Y&list=PLoROMvodv4rOca_Ovz1DvdtWuz8BfSWL2&index=12,FALSE,,lec-gradient-descent-and-backpropagation
mit-6034,MIT 6.034,video,https://www.youtube.com/watch?v=uXt8qF2Zzfo,FALSE,,lec-gradient-descent-and-backpropagation
numpy-backprop,Numpy Backprop,notebook,https://colab.research.google.com/drive/1ogAx_Bqe80PsFzloNR7W0Ijd1YePNGVU?usp=sharing,FALSE,,lec-gradient-descent-and-backpropagation
sgd-statquest,SGD (StatQuest),video,https://youtu.be/vMh0zPT0tLI?si=V4gwCG8HGbcQ6kX7,FALSE,,lec-gradient-descent-and-backpropagation
chain-rule-statquest,Chain Rule (StatQuest),video,https://youtu.be/wl1myxrtQHQ?si=npy0cR-pfY5RIT5t,FALSE,,lec-gradient-descent-and-backpropagation
backprop-statquest,Backprop (StatQuest),video,https://youtu.be/IN2XmBhILt4?si=9tYxD7DT3xvBuYGz,FALSE,,lec-gradient-descent-and-backpropagation
building-micograd-karpathy,Building Micograd (Karpathy),video,https://www.youtube.com/watch?v=VMj-3S1tku0,FALSE,,lec-gradient-descent-and-backpropagation
pytorch-computation-graphs-rasbt,Pytorch Computation Graphs (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch13/ch13_part1.ipynb,FALSE,,lec-gradient-descent-and-backpropagation
backprop-olah,Backprop (Olah),blogpost,https://colah.github.io/posts/2015-08-Backprop/,FALSE,,lec-gradient-descent-and-backpropagation
backprop-karpathy,Backprop (Karpathy),blogpost,https://karpathy.medium.com/yes-you-should-understand-backprop-e2f06eab496b,FALSE,,lec-gradient-descent-and-backpropagation
gradient-descent-how-neural-networks-learn-deep-learning-chapter-2,"Gradient descent, how neural networks learn | Deep Learning Chapter 2",video,https://www.youtube.com/watch?v=IHZwWFHWa-w,TRUE,,lec-gradient-descent-and-backpropagation
backpropagation-intuitively-deep-learning-chapter-3,"Backpropagation, intuitively | Deep Learning Chapter 3",video,https://www.youtube.com/watch?v=Ilg3gGewQ5U,TRUE,,lec-gradient-descent-and-backpropagation
backpropagation-calculus-deep-learning-chapter-4,Backpropagation calculus | Deep Learning Chapter 4,video,https://www.youtube.com/watch?v=tIeHLnjs5U8,FALSE,,lec-gradient-descent-and-backpropagation
slides,Slides,reading,,FALSE,,lec-convolutional-neural-networks
fca-section-84,FCA - Section 8.4,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S4.html,FALSE,,lec-convolutional-neural-networks
pml-chapter-14,PML - Chapter 14,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-convolutional-neural-networks
islp-section-103,ISLP - Section 10.3,reading,https://www.statlearning.com/,FALSE,,lec-convolutional-neural-networks
d2l-chapters-7-and-8,D2L - Chapters 7 and 8,reading,https://d2l.ai/chapter_convolutional-neural-networks/index.html,FALSE,,lec-convolutional-neural-networks
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=b966a9da-a5cb-47fd-9c37-b2ba015b45b5,FALSE,,lec-convolutional-neural-networks
harvard-cs50-5300-12712,Harvard CS50 (53:00 - 1:27:12),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-convolutional-neural-networks
mnist-cnn,MNIST CNN,notebook,https://colab.research.google.com/drive/1yYw7SwTl5Q5F_gFLfjEWwW328v3SbPB0?usp=sharing,FALSE,,lec-convolutional-neural-networks
cnns-statquest,CNNs (StatQuest),video,https://youtu.be/HGwBXDKFk9I?si=5k2GTtevGNxIMEXQ,FALSE,,lec-convolutional-neural-networks
convolution-3b1b,Convolution (3b1b),video,https://youtu.be/KuXjwB4LzSA?si=ulXCDjK3Qd2WZOc0,FALSE,,lec-convolutional-neural-networks
convolution-2-3b1b,Convolution 2 (3b1b),video,https://www.youtube.com/watch?v=8rrHTtUzyZA,FALSE,,lec-convolutional-neural-networks
cnns-hdm,CNNs (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/03ConvolutionNeuralNetworks.html,FALSE,,lec-convolutional-neural-networks
cnn-animations-hdm,CNN Animations (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/convolutionDemos.html,TRUE,,lec-convolutional-neural-networks
cnn-rasbt,CNN (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch14/ch14_part1.ipynb,FALSE,,lec-convolutional-neural-networks
cnns-zhou,CNNs (Zhou),blogpost,https://victorzhou.com/blog/intro-to-cnns-part-1/,TRUE,,lec-convolutional-neural-networks
convolutions-olah,Convolutions (Olah),blogpost,https://colah.github.io/posts/2014-07-Understanding-Convolutions/,FALSE,,lec-convolutional-neural-networks
cnns-olah,CNNs (Olah),blogpost,https://colah.github.io/posts/2014-07-Conv-Nets-Modular/,FALSE,,lec-convolutional-neural-networks
cnns-rao,CNNs (Rao),blogpost,https://medium.com/data-science/deep-learning-illustrated-part-3-convolutional-neural-networks-96b900b0b9e0,FALSE,,lec-convolutional-neural-networks
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
slides,Slides,reading,,FALSE,,lec-recurrent-neural-networks
fca-section-85-until-854,FCA - Section 8.5 until 8.5.4,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S5.html,FALSE,,lec-recurrent-neural-networks
pml-section-152,PML - Section 15.2,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-recurrent-neural-networks
islp-section-105,ISLP - Section 10.5,reading,https://www.statlearning.com/,FALSE,,lec-recurrent-neural-networks
d2l-chapters-9-and-10,D2L - Chapters 9 and 10,reading,https://d2l.ai/chapter_recurrent-neural-networks/index.html,FALSE,,lec-recurrent-neural-networks
harvard-cs50-12700-end,Harvard CS50 (1:27:00 - end),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-recurrent-neural-networks
characterlevel-lstm,Character-Level LSTM,notebook,https://colab.research.google.com/drive/1soMewNR1oVJvznbfa6oI1PUnKeblZdRc?usp=sharing,FALSE,,lec-recurrent-neural-networks
rnns-statquest,RNNs (StatQuest),video,https://youtu.be/AsNTP8Kwu80?si=Dm7SlTxtLYedMi7R,FALSE,,lec-recurrent-neural-networks
lstms-statquest,LSTMs (StatQuest),video,https://youtu.be/YCzL96nL7j0?si=cy5A4boGNLkMu6os,FALSE,,lec-recurrent-neural-networks
rnn-part-1-rasbt,RNN Part 1 (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch15/ch15_part1.ipynb,FALSE,,lec-recurrent-neural-networks
rnn-part-2-rasbt,RNN Part 2 (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch15/ch15_part2.ipynb,FALSE,,lec-recurrent-neural-networks
rnn-hdm,RNN (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/02RecurrentNeuralNetworks.html,FALSE,,lec-recurrent-neural-networks
rnn-cheatsheet-stanford,RNN Cheatsheet (Stanford),reading,https://stanford.edu/~shervine/teaching/cs-230/cheatsheet-recurrent-neural-networks,FALSE,,lec-recurrent-neural-networks
word-embeddings-lilian,Word Embeddings (Lilian),blogpost,https://lilianweng.github.io/posts/2017-10-15-word-embedding/,FALSE,,lec-recurrent-neural-networks
rnn-stock-prices-lilian,RNN Stock Prices (Lilian),blogpost,https://lilianweng.github.io/posts/2017-07-08-stock-rnn-part-1/,FALSE,,lec-recurrent-neural-networks
rnns-zhou,RNNs (Zhou),blogpost,https://victorzhou.com/blog/intro-to-rnns/,TRUE,,lec-recurrent-neural-networks
bow-zhou,BoW (Zhou),blogpost,https://victorzhou.com/blog/bag-of-words/,FALSE,,lec-recurrent-neural-networks
word-embeddings-olah,Word Embeddings (Olah),blogpost,https://colah.github.io/posts/2014-07-NLP-RNNs-Representations/,FALSE,,lec-recurrent-neural-networks
lstms-olah,LSTMs (Olah),blogpost,https://colah.github.io/posts/2015-08-Understanding-LSTMs/,FALSE,,lec-recurrent-neural-networks
neural-machine-translation-by-jointly-learning-to-align-and-translate-bahdanau-et-al,Neural Machine Translation by Jointly Learning to Align and Translate (Bahdanau et al.),paper,https://arxiv.org/pdf/1409.0473,FALSE,,lec-recurrent-neural-networks
rnns-karpathy,RNNs (Karpathy),blogpost,https://karpathy.github.io/2015/05/21/rnn-effectiveness/,FALSE,,lec-recurrent-neural-networks
sp25-panopto,sp25 Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=cb9b155b-1306-414b-b059-b2bf0156d398,FALSE,,lec-recurrent-neural-networks
yes-you-should-understand-backprop,Yes you should understand backprop,blogpost,https://karpathy.medium.com/yes-you-should-understand-backprop-e2f06eab496b,TRUE,,lec-recurrent-neural-networks
slides,Slides,reading,,FALSE,,lec-self-attention-and-transformers
fca-section-854,FCA - Section 8.5.4,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S5.html,FALSE,,lec-self-attention-and-transformers
pml-section-154,PML - Section 15.4,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-self-attention-and-transformers
d2l-sections-111-through-116,D2L - Sections 11.1 through 11.6,reading,https://d2l.ai/chapter_attention-mechanisms-and-transformers/index.html,FALSE,,lec-self-attention-and-transformers
panopto,Panopto,video,,FALSE,,lec-self-attention-and-transformers
harvard-cs50-3540-5415,Harvard CS50 (35:40 - 54:15),video,https://www.youtube.com/watch?v=QAZc9xsQNjQ,FALSE,,lec-self-attention-and-transformers
3b1b,3b1b,video,https://www.youtube.com/watch?v=eMlx5fFNoYc,TRUE,,lec-self-attention-and-transformers
simple-selfattention,Simple Self-Attention,notebook,https://colab.research.google.com/drive/1zrnOd6wE57gefw9VJMFDD_9LTzeng9D8?usp=sharing,FALSE,,lec-self-attention-and-transformers
attention-statquest,Attention (StatQuest),video,https://youtu.be/PSs6nxngL6k?si=gfuV6LQqtS0jDxQc,FALSE,,lec-self-attention-and-transformers
matrix-math-statquest,Matrix Math (StatQuest),video,https://youtu.be/KphmOJnLAdI?si=dkXEgyn5ImhMdDnD,FALSE,,lec-self-attention-and-transformers
attention-hdm,Attention (HdM),reading,https://hannibunny.github.io/mlbook/transformer/attention.html,FALSE,,lec-self-attention-and-transformers
attention-rasbt,Attention (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch16/ch16-part1-self-attention.ipynb,FALSE,,lec-self-attention-and-transformers
attention-lilian,Attention (Lilian),blogpost,https://lilianweng.github.io/posts/2018-06-24-attention/,FALSE,,lec-self-attention-and-transformers
annotated-transformer-harvard,Annotated Transformer (Harvard),blogpost,http://nlp.seas.harvard.edu/annotated-transformer/,FALSE,,lec-self-attention-and-transformers
attention-is-all-you-need-vaswani-et-al,Attention is All You Need (Vaswani et al.),paper,https://arxiv.org/abs/1706.03762,FALSE,,lec-self-attention-and-transformers
illustrated-transformer-alammar,Illustrated Transformer (Alammar),blogpost,https://jalammar.github.io/illustrated-transformer/,TRUE,,lec-self-attention-and-transformers
transformers-lilian,Transformers (Lilian),blogpost,https://lilianweng.github.io/posts/2023-01-27-the-transformer-family-v2/,FALSE,,lec-self-attention-and-transformers
transformer-family-tree-amatriain-et-al,Transformer Family Tree (Amatriain et al.),paper,https://arxiv.org/pdf/2302.07730,FALSE,,lec-self-attention-and-transformers
bert-pretraining-of-deep-bidirectional-transformers-for-language-understanding-devlin-et-al,BERT Pre-training of Deep Bidirectional Transformers for Language Understanding (Devlin et al.),paper,https://arxiv.org/pdf/1810.04805,FALSE,,lec-self-attention-and-transformers
improving-language-understanding-by-generative-pretraining-radford-et-al,Improving Language Understanding by Generative Pre-Training (Radford et al.),paper,https://gwern.net/doc/www/s3-us-west-2.amazonaws.com/d73fdc5ffa8627bce44dcda2fc012da638ffb158.pdf,FALSE,,lec-self-attention-and-transformers
programming-selfattention-raschka,Programming Self-Attention (Raschka),blogpost,https://sebastianraschka.com/blog/2023/self-attention-from-scratch.html,FALSE,,lec-self-attention-and-transformers
slides,Slides,reading,,FALSE,,lec-reinforcement-learning
fca-chapter-13,FCA - Chapter 13,reading,https://artint.info/3e/html/ArtInt3e.Ch13.html,FALSE,,lec-reinforcement-learning
d2l-chapter-17,D2L - Chapter 17,reading,https://d2l.ai/chapter_reinforcement-learning/index.html,FALSE,,lec-reinforcement-learning
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=8f436438-4d36-4efd-a213-b2c8015975d5,FALSE,,lec-reinforcement-learning
harvard-cs50-10957-13824,Harvard CS50 (1:09:57 - 1:38:24),video,https://www.youtube.com/watch?v=-g0iJjnO2_w&t=4197s,FALSE,,lec-reinforcement-learning
stanford-cs221,Stanford CS221,video,https://www.youtube.com/watch?v=HpaHTfY52RQ&list=PLoROMvodv4rOca_Ovz1DvdtWuz8BfSWL2&index=20,FALSE,,lec-reinforcement-learning
rl-lunar-lander,RL Lunar Lander,notebook,https://colab.research.google.com/drive/1WtcWFv57EBsRTlk1_Zl0ammBHO1iG1LM?usp=sharing,FALSE,,lec-reinforcement-learning
rl-rasbt,RL (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch19/ch19.ipynb,FALSE,,lec-reinforcement-learning
rl-hdm,RL (HdM),reading,https://hannibunny.github.io/mlbook/rl/reinforcement.html,FALSE,,lec-reinforcement-learning
deep-rl-hdm,Deep RL (HdM),reading,https://hannibunny.github.io/mlbook/rl/DQN.html,FALSE,,lec-reinforcement-learning
multiarmed-bandit-lilian,Multi-Armed Bandit (Lilian),blogpost,https://lilianweng.github.io/posts/2018-01-23-multi-armed-bandit/,FALSE,,lec-reinforcement-learning
rl-lilian,RL (Lilian),blogpost,https://lilianweng.github.io/posts/2018-02-19-rl-overview/,FALSE,,lec-reinforcement-learning
deep-rl-lilian,Deep RL (Lilian),blogpost,https://lilianweng.github.io/posts/2018-05-05-drl-implementation/,FALSE,,lec-reinforcement-learning
alphago-karpathy,AlphaGo (Karpathy),blogpost,https://karpathy.medium.com/alphago-in-context-c47718cb95a5,FALSE,,lec-reinforcement-learning
slides,Slides,reading,,FALSE,,lec-llms-and-agents
fca-section-855,FCA - Section 8.5.5,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S5.html,FALSE,,lec-llms-and-agents
pml-section-155,PML - Section 15.5,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-llms-and-agents
d2l-section-117,D2L - Section 11.7,reading,https://d2l.ai/chapter_attention-mechanisms-and-transformers/transformer.html,FALSE,,lec-llms-and-agents
panopto,Panopto,video,,FALSE,,lec-llms-and-agents
harvard-cs50-5415-end,Harvard CS50 (54:15 - end),video,https://www.youtube.com/watch?v=QAZc9xsQNjQ,FALSE,,lec-llms-and-agents
3b1b,3b1b,video,https://www.youtube.com/watch?v=wjZofJX0v4M,FALSE,,lec-llms-and-agents
cornell-cs4780,Cornell CS4780,video,https://youtu.be/Nu7VZeW5TaE?si=VvFyOFVWecFkuuSX,FALSE,,lec-llms-and-agents
transformers-statquest,Transformers (StatQuest),video,https://youtu.be/zxQyTK8quyY?si=TfF6rH36dN7WcZdN,FALSE,,lec-llms-and-agents
gpt3-alammar,GPT3 (Alammar),blogpost,https://jalammar.github.io/how-gpt3-works-visualizations-animations/,FALSE,,lec-llms-and-agents
moe-maarten,MoE (Maarten),blogpost,https://newsletter.maartengrootendorst.com/p/a-visual-guide-to-mixture-of-experts,FALSE,,lec-llms-and-agents
llm-reasoning-maarten,LLM Reasoning (Maarten),blogpost,https://newsletter.maartengrootendorst.com/p/a-visual-guide-to-reasoning-llms,FALSE,,lec-llms-and-agents
deepseek-alammar,Deepseek (Alammar),blogpost,https://newsletter.languagemodels.co/p/the-illustrated-deepseek-r1,FALSE,,lec-llms-and-agents
llm-agents-lilian,LLM Agents (Lilian),blogpost,https://lilianweng.github.io/posts/2023-06-23-agent/,FALSE,,lec-llms-and-agents
a-history-of-large-language-models,A History of Large Language Models,blogpost,https://gregorygundersen.com/blog/2025/10/01/large-language-models/,FALSE,,lec-llms-and-agents
slides,Slides,reading,,FALSE,,lec-diffusion-models
fca-section-863,FCA - Section 8.6.3,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S6.html,FALSE,,lec-diffusion-models
diffusion-models,Diffusion Models,video,https://www.youtube.com/watch?v=1pgiu--4W3I,FALSE,,lec-diffusion-models
simple-diffusion-model,Simple Diffusion Model,notebook,https://colab.research.google.com/drive/1H3ztaNIIsshhPQx3j5oTQ8lGwvgsWDGz?usp=sharing,FALSE,,lec-diffusion-models
diffusion-models-lilian,Diffusion Models (Lilian),blogpost,https://lilianweng.github.io/posts/2021-07-11-diffusion-models/,FALSE,,lec-diffusion-models
video-diffusion-lilian,Video Diffusion (Lilian),blogpost,https://lilianweng.github.io/posts/2024-04-12-diffusion-video/,FALSE,,lec-diffusion-models
sp25-panopto,sp25 Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=234a27fe-5c95-4d40-bffe-b2cf014e66a5,FALSE,,lec-diffusion-models